#	 Module 	 Chip 	 Chn 	 CellID1 	 I 	 J 	 K 	 CellID0
	3	0	0	3	26	3	1	99968
	3	1	0	67	11	4	1	131776
	3	2	0	131	11	2	1	66240
	3	3	0	195	26	1	1	34432
	3	0	1	1027	25	3	1	99904
	3	1	1	1091	12	4	1	131840
	3	2	1	1155	12	2	1	66304
	3	3	1	1219	25	1	1	34368
	3	0	2	2051	24	3	1	99840
	3	1	2	2115	13	4	1	131904
	3	2	2	2179	13	2	1	66368
	3	3	2	2243	24	1	1	34304
	3	0	3	3075	23	3	1	99776
	3	1	3	3139	14	4	1	131968
	3	2	3	3203	14	2	1	66432
	3	3	3	3267	23	1	1	34240
	3	0	4	4099	22	3	1	99712
	3	1	4	4163	15	4	1	132032
	3	2	4	4227	15	2	1	66496
	3	3	4	4291	22	1	1	34176
	3	0	5	5123	21	3	1	99648
	3	1	5	5187	16	4	1	132096
	3	2	5	5251	16	2	1	66560
	3	3	5	5315	21	1	1	34112
	3	0	6	6147	20	3	1	99584
	3	1	6	6211	17	4	1	132160
	3	2	6	6275	17	2	1	66624
	3	3	6	6339	20	1	1	34048
	3	0	7	7171	19	3	1	99520
	3	1	7	7235	18	4	1	132224
	3	2	7	7299	18	2	1	66688
	3	3	7	7363	19	1	1	33984
	3	0	8	8195	27	3	1	100032
	3	1	8	8259	10	4	1	131712
	3	2	8	8323	10	2	1	66176
	3	3	8	8387	27	1	1	34496
	3	0	9	9219	28	3	1	100096
	3	1	9	9283	9	4	1	131648
	3	2	9	9347	9	2	1	66112
	3	3	9	9411	28	1	1	34560
	3	0	10	10243	29	3	1	100160
	3	1	10	10307	8	4	1	131584
	3	2	10	10371	8	2	1	66048
	3	3	10	10435	29	1	1	34624
	3	0	11	11267	30	3	1	100224
	3	1	11	11331	7	4	1	131520
	3	2	11	11395	7	2	1	65984
	3	3	11	11459	30	1	1	34688
	3	0	12	12291	31	3	1	100288
	3	1	12	12355	6	4	1	131456
	3	2	12	12419	6	2	1	65920
	3	3	12	12483	31	1	1	34752
	3	0	13	13315	32	3	1	100352
	3	1	13	13379	5	4	1	131392
	3	2	13	13443	5	2	1	65856
	3	3	13	13507	32	1	1	34816
	3	0	14	14339	33	3	1	100416
	3	1	14	14403	4	4	1	131328
	3	2	14	14467	4	2	1	65792
	3	3	14	14531	33	1	1	34880
	3	0	15	15363	34	3	1	100480
	3	1	15	15427	3	4	1	131264
	3	2	15	15491	3	2	1	65728
	3	3	15	15555	34	1	1	34944
	3	0	16	16387	35	3	1	100544
	3	1	16	16451	2	4	1	131200
	3	2	16	16515	2	2	1	65664
	3	3	16	16579	35	1	1	35008
	3	0	17	17411	36	3	1	100608
	3	1	17	17475	1	4	1	131136
	3	2	17	17539	1	2	1	65600
	3	3	17	17603	36	1	1	35072
	3	0	18	18435	36	4	1	133376
	3	1	18	18499	1	3	1	98368
	3	2	18	18563	1	1	1	32832
	3	3	18	18627	36	2	1	67840
	3	0	19	19459	35	4	1	133312
	3	1	19	19523	2	3	1	98432
	3	2	19	19587	2	1	1	32896
	3	3	19	19651	35	2	1	67776
	3	0	20	20483	34	4	1	133248
	3	1	20	20547	3	3	1	98496
	3	2	20	20611	3	1	1	32960
	3	3	20	20675	34	2	1	67712
	3	0	21	21507	33	4	1	133184
	3	1	21	21571	4	3	1	98560
	3	2	21	21635	4	1	1	33024
	3	3	21	21699	33	2	1	67648
	3	0	22	22531	32	4	1	133120
	3	1	22	22595	5	3	1	98624
	3	2	22	22659	5	1	1	33088
	3	3	22	22723	32	2	1	67584
	3	0	23	23555	31	4	1	133056
	3	1	23	23619	6	3	1	98688
	3	2	23	23683	6	1	1	33152
	3	3	23	23747	31	2	1	67520
	3	0	24	24579	30	4	1	132992
	3	1	24	24643	7	3	1	98752
	3	2	24	24707	7	1	1	33216
	3	3	24	24771	30	2	1	67456
	3	0	25	25603	29	4	1	132928
	3	1	25	25667	8	3	1	98816
	3	2	25	25731	8	1	1	33280
	3	3	25	25795	29	2	1	67392
	3	0	26	26627	28	4	1	132864
	3	1	26	26691	9	3	1	98880
	3	2	26	26755	9	1	1	33344
	3	3	26	26819	28	2	1	67328
	3	0	27	27651	27	4	1	132800
	3	1	27	27715	10	3	1	98944
	3	2	27	27779	10	1	1	33408
	3	3	27	27843	27	2	1	67264
	3	0	28	28675	19	4	1	132288
	3	1	28	28739	18	3	1	99456
	3	2	28	28803	18	1	1	33920
	3	3	28	28867	19	2	1	66752
	3	0	29	29699	20	4	1	132352
	3	1	29	29763	17	3	1	99392
	3	2	29	29827	17	1	1	33856
	3	3	29	29891	20	2	1	66816
	3	0	30	30723	21	4	1	132416
	3	1	30	30787	16	3	1	99328
	3	2	30	30851	16	1	1	33792
	3	3	30	30915	21	2	1	66880
	3	0	31	31747	22	4	1	132480
	3	1	31	31811	15	3	1	99264
	3	2	31	31875	15	1	1	33728
	3	3	31	31939	22	2	1	66944
	3	0	32	32771	23	4	1	132544
	3	1	32	32835	14	3	1	99200
	3	2	32	32899	14	1	1	33664
	3	3	32	32963	23	2	1	67008
	3	0	33	33795	24	4	1	132608
	3	1	33	33859	13	3	1	99136
	3	2	33	33923	13	1	1	33600
	3	3	33	33987	24	2	1	67072
	3	0	34	34819	25	4	1	132672
	3	1	34	34883	12	3	1	99072
	3	2	34	34947	12	1	1	33536
	3	3	34	35011	25	2	1	67136
	3	0	35	35843	26	4	1	132736
	3	1	35	35907	11	3	1	99008
	3	2	35	35971	11	1	1	33472
	3	3	35	36035	26	2	1	67200
	1	0	0	1	12	12	1	393984
	2	0	0	2	6	6	1	196992
	4	0	0	4	1	10	1	327744
	5	0	0	5	26	4	1	132736
	1	1	0	65	18	12	1	394368
	2	1	0	66	12	6	1	197376
	4	1	0	68	4	18	1	590080
	5	1	0	69	11	3	1	99008
	1	2	0	129	7	18	1	590272
	2	2	0	130	1	12	1	393280
	4	2	0	132	1	28	1	917568
	5	2	0	133	11	1	1	33472
	1	3	0	193	13	18	1	590656
	2	3	0	194	7	12	1	393664
	4	3	0	196	4	36	1	1179904
	5	3	0	197	26	2	1	67200
	2	4	0	258	18	6	1	197760
	2	5	0	322	24	6	1	198144
	2	6	0	386	13	12	1	394048
	2	7	0	450	19	12	1	394432
	2	8	0	514	6	18	1	590208
	2	9	0	578	12	18	1	590592
	2	10	0	642	1	24	1	786496
	2	11	0	706	7	24	1	786880
	2	12	0	770	18	18	1	590976
	2	13	0	834	24	18	1	591360
	2	14	0	898	13	24	1	787264
	2	15	0	962	19	24	1	787648
	1	0	1	1025	11	12	1	393920
	2	0	1	1026	5	6	1	196928
	4	0	1	1028	1	11	1	360512
	5	0	1	1029	25	4	1	132672
	1	1	1	1089	17	12	1	394304
	2	1	1	1090	11	6	1	197312
	4	1	1	1092	4	17	1	557312
	5	1	1	1093	12	3	1	99072
	1	2	1	1153	8	18	1	590336
	2	2	1	1154	2	12	1	393344
	4	2	1	1156	1	27	1	884800
	5	2	1	1157	12	1	1	33536
	1	3	1	1217	14	18	1	590720
	2	3	1	1218	8	12	1	393728
	4	3	1	1220	4	35	1	1147136
	5	3	1	1221	25	2	1	67136
	2	4	1	1282	17	6	1	197696
	2	5	1	1346	23	6	1	198080
	2	6	1	1410	14	12	1	394112
	2	7	1	1474	20	12	1	394496
	2	8	1	1538	5	18	1	590144
	2	9	1	1602	11	18	1	590528
	2	10	1	1666	2	24	1	786560
	2	11	1	1730	8	24	1	786944
	2	12	1	1794	17	18	1	590912
	2	13	1	1858	23	18	1	591296
	2	14	1	1922	14	24	1	787328
	2	15	1	1986	20	24	1	787712
	1	0	2	2049	10	12	1	393856
	2	0	2	2050	4	6	1	196864
	4	0	2	2052	1	9	1	294976
	5	0	2	2053	24	4	1	132608
	1	1	2	2113	16	12	1	394240
	2	1	2	2114	10	6	1	197248
	4	1	2	2116	4	16	1	524544
	5	1	2	2117	13	3	1	99136
	1	2	2	2177	9	18	1	590400
	2	2	2	2178	3	12	1	393408
	4	2	2	2180	1	26	1	852032
	5	2	2	2181	13	1	1	33600
	1	3	2	2241	15	18	1	590784
	2	3	2	2242	9	12	1	393792
	4	3	2	2244	4	34	1	1114368
	5	3	2	2245	24	2	1	67072
	2	4	2	2306	16	6	1	197632
	2	5	2	2370	22	6	1	198016
	2	6	2	2434	15	12	1	394176
	2	7	2	2498	21	12	1	394560
	2	8	2	2562	4	18	1	590080
	2	9	2	2626	10	18	1	590464
	2	10	2	2690	3	24	1	786624
	2	11	2	2754	9	24	1	787008
	2	12	2	2818	16	18	1	590848
	2	13	2	2882	22	18	1	591232
	2	14	2	2946	15	24	1	787392
	2	15	2	3010	21	24	1	787776
	1	0	3	3073	9	12	1	393792
	2	0	3	3074	3	6	1	196800
	4	0	3	3076	1	8	1	262208
	5	0	3	3077	23	4	1	132544
	1	1	3	3137	15	12	1	394176
	2	1	3	3138	9	6	1	197184
	4	1	3	3140	4	15	1	491776
	5	1	3	3141	14	3	1	99200
	1	2	3	3201	10	18	1	590464
	2	2	3	3202	4	12	1	393472
	4	2	3	3204	1	25	1	819264
	5	2	3	3205	14	1	1	33664
	1	3	3	3265	16	18	1	590848
	2	3	3	3266	10	12	1	393856
	4	3	3	3268	4	33	1	1081600
	5	3	3	3269	23	2	1	67008
	2	4	3	3330	15	6	1	197568
	2	5	3	3394	21	6	1	197952
	2	6	3	3458	16	12	1	394240
	2	7	3	3522	22	12	1	394624
	2	8	3	3586	3	18	1	590016
	2	9	3	3650	9	18	1	590400
	2	10	3	3714	4	24	1	786688
	2	11	3	3778	10	24	1	787072
	2	12	3	3842	15	18	1	590784
	2	13	3	3906	21	18	1	591168
	2	14	3	3970	16	24	1	787456
	2	15	3	4034	22	24	1	787840
	1	0	4	4097	8	12	1	393728
	2	0	4	4098	2	6	1	196736
	4	0	4	4100	1	7	1	229440
	5	0	4	4101	22	4	1	132480
	1	1	4	4161	14	12	1	394112
	2	1	4	4162	8	6	1	197120
	4	1	4	4164	4	14	1	459008
	5	1	4	4165	15	3	1	99264
	1	2	4	4225	11	18	1	590528
	2	2	4	4226	5	12	1	393536
	4	2	4	4228	1	24	1	786496
	5	2	4	4229	15	1	1	33728
	1	3	4	4289	17	18	1	590912
	2	3	4	4290	11	12	1	393920
	4	3	4	4292	4	32	1	1048832
	5	3	4	4293	22	2	1	66944
	2	4	4	4354	14	6	1	197504
	2	5	4	4418	20	6	1	197888
	2	6	4	4482	17	12	1	394304
	2	7	4	4546	23	12	1	394688
	2	8	4	4610	2	18	1	589952
	2	9	4	4674	8	18	1	590336
	2	10	4	4738	5	24	1	786752
	2	11	4	4802	11	24	1	787136
	2	12	4	4866	14	18	1	590720
	2	13	4	4930	20	18	1	591104
	2	14	4	4994	17	24	1	787520
	2	15	4	5058	23	24	1	787904
	1	0	5	5121	7	12	1	393664
	2	0	5	5122	1	6	1	196672
	4	0	5	5124	1	6	1	196672
	5	0	5	5125	21	4	1	132416
	1	1	5	5185	13	12	1	394048
	2	1	5	5186	7	6	1	197056
	4	1	5	5188	4	13	1	426240
	5	1	5	5189	16	3	1	99328
	1	2	5	5249	12	18	1	590592
	2	2	5	5250	6	12	1	393600
	4	2	5	5252	1	23	1	753728
	5	2	5	5253	16	1	1	33792
	1	3	5	5313	18	18	1	590976
	2	3	5	5314	12	12	1	393984
	4	3	5	5316	4	31	1	1016064
	5	3	5	5317	21	2	1	66880
	2	4	5	5378	13	6	1	197440
	2	5	5	5442	19	6	1	197824
	2	6	5	5506	18	12	1	394368
	2	7	5	5570	24	12	1	394752
	2	8	5	5634	1	18	1	589888
	2	9	5	5698	7	18	1	590272
	2	10	5	5762	6	24	1	786816
	2	11	5	5826	12	24	1	787200
	2	12	5	5890	13	18	1	590656
	2	13	5	5954	19	18	1	591040
	2	14	5	6018	18	24	1	787584
	2	15	5	6082	24	24	1	787968
	1	0	6	6145	12	11	1	361216
	2	0	6	6146	6	5	1	164224
	4	0	6	6148	1	5	1	163904
	5	0	6	6149	20	4	1	132352
	1	1	6	6209	18	11	1	361600
	2	1	6	6210	12	5	1	164608
	4	1	6	6212	4	12	1	393472
	5	1	6	6213	17	3	1	99392
	1	2	6	6273	7	17	1	557504
	2	2	6	6274	1	11	1	360512
	4	2	6	6276	1	22	1	720960
	5	2	6	6277	17	1	1	33856
	1	3	6	6337	13	17	1	557888
	2	3	6	6338	7	11	1	360896
	4	3	6	6340	4	30	1	983296
	5	3	6	6341	20	2	1	66816
	2	4	6	6402	18	5	1	164992
	2	5	6	6466	24	5	1	165376
	2	6	6	6530	13	11	1	361280
	2	7	6	6594	19	11	1	361664
	2	8	6	6658	6	17	1	557440
	2	9	6	6722	12	17	1	557824
	2	10	6	6786	1	23	1	753728
	2	11	6	6850	7	23	1	754112
	2	12	6	6914	18	17	1	558208
	2	13	6	6978	24	17	1	558592
	2	14	6	7042	13	23	1	754496
	2	15	6	7106	19	23	1	754880
	1	0	7	7169	11	11	1	361152
	2	0	7	7170	5	5	1	164160
	4	0	7	7172	1	4	1	131136
	5	0	7	7173	19	4	1	132288
	1	1	7	7233	17	11	1	361536
	2	1	7	7234	11	5	1	164544
	4	1	7	7236	4	11	1	360704
	5	1	7	7237	18	3	1	99456
	1	2	7	7297	8	17	1	557568
	2	2	7	7298	2	11	1	360576
	4	2	7	7300	1	21	1	688192
	5	2	7	7301	18	1	1	33920
	1	3	7	7361	14	17	1	557952
	2	3	7	7362	8	11	1	360960
	4	3	7	7364	4	29	1	950528
	5	3	7	7365	19	2	1	66752
	2	4	7	7426	17	5	1	164928
	2	5	7	7490	23	5	1	165312
	2	6	7	7554	14	11	1	361344
	2	7	7	7618	20	11	1	361728
	2	8	7	7682	5	17	1	557376
	2	9	7	7746	11	17	1	557760
	2	10	7	7810	2	23	1	753792
	2	11	7	7874	8	23	1	754176
	2	12	7	7938	17	17	1	558144
	2	13	7	8002	23	17	1	558528
	2	14	7	8066	14	23	1	754560
	2	15	7	8130	20	23	1	754944
	1	0	8	8193	10	11	1	361088
	2	0	8	8194	4	5	1	164096
	4	0	8	8196	1	3	1	98368
	5	0	8	8197	27	4	1	132800
	1	1	8	8257	16	11	1	361472
	2	1	8	8258	10	5	1	164480
	4	1	8	8260	4	10	1	327936
	5	1	8	8261	10	3	1	98944
	1	2	8	8321	9	17	1	557632
	2	2	8	8322	3	11	1	360640
	4	2	8	8324	1	20	1	655424
	5	2	8	8325	10	1	1	33408
	1	3	8	8385	15	17	1	558016
	2	3	8	8386	9	11	1	361024
	4	3	8	8388	4	28	1	917760
	5	3	8	8389	27	2	1	67264
	2	4	8	8450	16	5	1	164864
	2	5	8	8514	22	5	1	165248
	2	6	8	8578	15	11	1	361408
	2	7	8	8642	21	11	1	361792
	2	8	8	8706	4	17	1	557312
	2	9	8	8770	10	17	1	557696
	2	10	8	8834	3	23	1	753856
	2	11	8	8898	9	23	1	754240
	2	12	8	8962	16	17	1	558080
	2	13	8	9026	22	17	1	558464
	2	14	8	9090	15	23	1	754624
	2	15	8	9154	21	23	1	755008
	1	0	9	9217	9	11	1	361024
	2	0	9	9218	3	5	1	164032
	4	0	9	9220	1	2	1	65600
	5	0	9	9221	28	4	1	132864
	1	1	9	9281	15	11	1	361408
	2	1	9	9282	9	5	1	164416
	4	1	9	9284	4	9	1	295168
	5	1	9	9285	9	3	1	98880
	1	2	9	9345	10	17	1	557696
	2	2	9	9346	4	11	1	360704
	4	2	9	9348	1	19	1	622656
	5	2	9	9349	9	1	1	33344
	1	3	9	9409	16	17	1	558080
	2	3	9	9410	10	11	1	361088
	4	3	9	9412	4	27	1	884992
	5	3	9	9413	28	2	1	67328
	2	4	9	9474	15	5	1	164800
	2	5	9	9538	21	5	1	165184
	2	6	9	9602	16	11	1	361472
	2	7	9	9666	22	11	1	361856
	2	8	9	9730	3	17	1	557248
	2	9	9	9794	9	17	1	557632
	2	10	9	9858	4	23	1	753920
	2	11	9	9922	10	23	1	754304
	2	12	9	9986	15	17	1	558016
	2	13	9	10050	21	17	1	558400
	2	14	9	10114	16	23	1	754688
	2	15	9	10178	22	23	1	755072
	1	0	10	10241	8	11	1	360960
	2	0	10	10242	2	5	1	163968
	4	0	10	10244	1	1	1	32832
	5	0	10	10245	29	4	1	132928
	1	1	10	10305	14	11	1	361344
